locationId,location,parameter,value,date,unit,coordinates,country,city,isMobile,isAnalysis,entity,sensorType
62569,ex,pm25,1.7,"{'utc': '2023-08-31T21:54:32+00:00', 'local': '2023-08-31T17:54:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.6,"{'utc': '2023-08-31T21:52:32+00:00', 'local': '2023-08-31T17:52:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.2,"{'utc': '2023-08-31T21:50:32+00:00', 'local': '2023-08-31T17:50:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.1,"{'utc': '2023-08-31T21:48:32+00:00', 'local': '2023-08-31T17:48:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.2,"{'utc': '2023-08-31T21:46:32+00:00', 'local': '2023-08-31T17:46:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.3,"{'utc': '2023-08-31T21:44:32+00:00', 'local': '2023-08-31T17:44:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.2,"{'utc': '2023-08-31T21:42:32+00:00', 'local': '2023-08-31T17:42:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.3,"{'utc': '2023-08-31T21:40:32+00:00', 'local': '2023-08-31T17:40:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.2,"{'utc': '2023-08-31T21:38:32+00:00', 'local': '2023-08-31T17:38:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T21:36:32+00:00', 'local': '2023-08-31T17:36:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T21:34:32+00:00', 'local': '2023-08-31T17:34:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.0,"{'utc': '2023-08-31T21:32:32+00:00', 'local': '2023-08-31T17:32:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.1,"{'utc': '2023-08-31T21:30:32+00:00', 'local': '2023-08-31T17:30:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.1,"{'utc': '2023-08-31T21:28:32+00:00', 'local': '2023-08-31T17:28:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.2,"{'utc': '2023-08-31T21:26:32+00:00', 'local': '2023-08-31T17:26:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.3,"{'utc': '2023-08-31T21:24:32+00:00', 'local': '2023-08-31T17:24:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.0,"{'utc': '2023-08-31T21:22:32+00:00', 'local': '2023-08-31T17:22:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.0,"{'utc': '2023-08-31T21:18:32+00:00', 'local': '2023-08-31T17:18:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T21:16:32+00:00', 'local': '2023-08-31T17:16:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.1,"{'utc': '2023-08-31T21:14:32+00:00', 'local': '2023-08-31T17:14:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.1,"{'utc': '2023-08-31T21:12:32+00:00', 'local': '2023-08-31T17:12:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.2,"{'utc': '2023-08-31T21:10:32+00:00', 'local': '2023-08-31T17:10:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T21:08:31+00:00', 'local': '2023-08-31T17:08:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.0,"{'utc': '2023-08-31T21:06:31+00:00', 'local': '2023-08-31T17:06:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T21:04:32+00:00', 'local': '2023-08-31T17:04:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T21:02:31+00:00', 'local': '2023-08-31T17:02:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T21:00:31+00:00', 'local': '2023-08-31T17:00:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T20:58:31+00:00', 'local': '2023-08-31T16:58:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.6,"{'utc': '2023-08-31T20:56:31+00:00', 'local': '2023-08-31T16:56:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.0,"{'utc': '2023-08-31T20:54:31+00:00', 'local': '2023-08-31T16:54:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.0,"{'utc': '2023-08-31T20:52:31+00:00', 'local': '2023-08-31T16:52:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T20:50:31+00:00', 'local': '2023-08-31T16:50:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.0,"{'utc': '2023-08-31T20:48:32+00:00', 'local': '2023-08-31T16:48:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T20:46:31+00:00', 'local': '2023-08-31T16:46:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.6,"{'utc': '2023-08-31T20:44:31+00:00', 'local': '2023-08-31T16:44:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T20:42:31+00:00', 'local': '2023-08-31T16:42:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T20:40:32+00:00', 'local': '2023-08-31T16:40:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.4,"{'utc': '2023-08-31T20:38:31+00:00', 'local': '2023-08-31T16:38:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.4,"{'utc': '2023-08-31T20:36:31+00:00', 'local': '2023-08-31T16:36:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T20:34:31+00:00', 'local': '2023-08-31T16:34:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T20:32:31+00:00', 'local': '2023-08-31T16:32:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.0,"{'utc': '2023-08-31T20:30:31+00:00', 'local': '2023-08-31T16:30:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T20:28:31+00:00', 'local': '2023-08-31T16:28:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T20:26:31+00:00', 'local': '2023-08-31T16:26:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.3,"{'utc': '2023-08-31T20:24:31+00:00', 'local': '2023-08-31T16:24:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T20:22:31+00:00', 'local': '2023-08-31T16:22:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.6,"{'utc': '2023-08-31T20:20:31+00:00', 'local': '2023-08-31T16:20:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.2,"{'utc': '2023-08-31T20:18:32+00:00', 'local': '2023-08-31T16:18:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.3,"{'utc': '2023-08-31T20:16:31+00:00', 'local': '2023-08-31T16:16:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.3,"{'utc': '2023-08-31T20:14:31+00:00', 'local': '2023-08-31T16:14:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.6,"{'utc': '2023-08-31T20:12:31+00:00', 'local': '2023-08-31T16:12:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T20:10:31+00:00', 'local': '2023-08-31T16:10:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T20:08:31+00:00', 'local': '2023-08-31T16:08:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T20:06:31+00:00', 'local': '2023-08-31T16:06:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T20:04:31+00:00', 'local': '2023-08-31T16:04:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T20:02:31+00:00', 'local': '2023-08-31T16:02:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.4,"{'utc': '2023-08-31T20:00:31+00:00', 'local': '2023-08-31T16:00:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T19:58:31+00:00', 'local': '2023-08-31T15:58:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T19:56:32+00:00', 'local': '2023-08-31T15:56:32-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T19:54:31+00:00', 'local': '2023-08-31T15:54:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T19:52:31+00:00', 'local': '2023-08-31T15:52:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.5,"{'utc': '2023-08-31T19:50:31+00:00', 'local': '2023-08-31T15:50:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.2,"{'utc': '2023-08-31T19:48:31+00:00', 'local': '2023-08-31T15:48:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T19:46:31+00:00', 'local': '2023-08-31T15:46:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T19:44:31+00:00', 'local': '2023-08-31T15:44:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.6,"{'utc': '2023-08-31T19:42:31+00:00', 'local': '2023-08-31T15:42:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.6,"{'utc': '2023-08-31T19:40:31+00:00', 'local': '2023-08-31T15:40:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T19:38:31+00:00', 'local': '2023-08-31T15:38:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T19:36:31+00:00', 'local': '2023-08-31T15:36:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.4,"{'utc': '2023-08-31T19:34:31+00:00', 'local': '2023-08-31T15:34:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T19:32:31+00:00', 'local': '2023-08-31T15:32:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T19:30:31+00:00', 'local': '2023-08-31T15:30:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T19:28:31+00:00', 'local': '2023-08-31T15:28:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.0,"{'utc': '2023-08-31T19:26:31+00:00', 'local': '2023-08-31T15:26:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T19:24:31+00:00', 'local': '2023-08-31T15:24:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T19:22:31+00:00', 'local': '2023-08-31T15:22:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T19:20:31+00:00', 'local': '2023-08-31T15:20:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T19:18:31+00:00', 'local': '2023-08-31T15:18:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T19:16:31+00:00', 'local': '2023-08-31T15:16:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.0,"{'utc': '2023-08-31T19:14:31+00:00', 'local': '2023-08-31T15:14:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T19:12:31+00:00', 'local': '2023-08-31T15:12:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T19:10:31+00:00', 'local': '2023-08-31T15:10:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T19:08:31+00:00', 'local': '2023-08-31T15:08:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.6,"{'utc': '2023-08-31T19:06:31+00:00', 'local': '2023-08-31T15:06:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T19:04:31+00:00', 'local': '2023-08-31T15:04:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.1,"{'utc': '2023-08-31T19:02:31+00:00', 'local': '2023-08-31T15:02:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T19:00:31+00:00', 'local': '2023-08-31T15:00:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T18:58:31+00:00', 'local': '2023-08-31T14:58:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T18:56:31+00:00', 'local': '2023-08-31T14:56:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T18:54:31+00:00', 'local': '2023-08-31T14:54:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T18:52:31+00:00', 'local': '2023-08-31T14:52:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.2,"{'utc': '2023-08-31T18:50:31+00:00', 'local': '2023-08-31T14:50:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T18:48:31+00:00', 'local': '2023-08-31T14:48:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T18:46:31+00:00', 'local': '2023-08-31T14:46:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T18:44:31+00:00', 'local': '2023-08-31T14:44:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T18:42:31+00:00', 'local': '2023-08-31T14:42:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T18:40:31+00:00', 'local': '2023-08-31T14:40:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T18:38:31+00:00', 'local': '2023-08-31T14:38:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T18:36:31+00:00', 'local': '2023-08-31T14:36:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T18:34:31+00:00', 'local': '2023-08-31T14:34:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T18:32:31+00:00', 'local': '2023-08-31T14:32:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T18:30:31+00:00', 'local': '2023-08-31T14:30:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T18:28:31+00:00', 'local': '2023-08-31T14:28:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T18:26:31+00:00', 'local': '2023-08-31T14:26:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T18:24:31+00:00', 'local': '2023-08-31T14:24:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T18:22:31+00:00', 'local': '2023-08-31T14:22:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T18:20:31+00:00', 'local': '2023-08-31T14:20:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T18:18:31+00:00', 'local': '2023-08-31T14:18:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T18:16:31+00:00', 'local': '2023-08-31T14:16:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T18:14:31+00:00', 'local': '2023-08-31T14:14:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.7,"{'utc': '2023-08-31T18:12:31+00:00', 'local': '2023-08-31T14:12:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T18:10:31+00:00', 'local': '2023-08-31T14:10:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T18:08:31+00:00', 'local': '2023-08-31T14:08:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.6,"{'utc': '2023-08-31T18:06:30+00:00', 'local': '2023-08-31T14:06:30-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T18:04:30+00:00', 'local': '2023-08-31T14:04:30-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T18:02:31+00:00', 'local': '2023-08-31T14:02:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,2.0,"{'utc': '2023-08-31T18:00:31+00:00', 'local': '2023-08-31T14:00:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.4,"{'utc': '2023-08-31T17:58:30+00:00', 'local': '2023-08-31T13:58:30-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T17:56:30+00:00', 'local': '2023-08-31T13:56:30-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.9,"{'utc': '2023-08-31T17:54:30+00:00', 'local': '2023-08-31T13:54:30-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.8,"{'utc': '2023-08-31T17:52:31+00:00', 'local': '2023-08-31T13:52:31-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
62569,ex,pm25,1.5,"{'utc': '2023-08-31T17:50:30+00:00', 'local': '2023-08-31T13:50:30-04:00'}",µg/m³,"{'latitude': 39.197975, 'longitude': -76.601036}",US,,False,,Community Organization,low-cost sensor
